harness,model,variant,experiment,n_runs,tool_calls__delta,tool_calls__delta_ci,tool_calls__ratio,tool_calls__n,failed_calls__delta,failed_calls__delta_ci,failed_calls__ratio,failed_calls__n,error_recovery_calls__delta,error_recovery_calls__delta_ci,error_recovery_calls__ratio,error_recovery_calls__n,duplicate_commands__delta,duplicate_commands__delta_ci,duplicate_commands__ratio,duplicate_commands__n,repeated_reads__delta,repeated_reads__delta_ci,repeated_reads__ratio,repeated_reads__n,post_green_repeat_tests__delta,post_green_repeat_tests__delta_ci,post_green_repeat_tests__ratio,post_green_repeat_tests__n,post_success_calls__delta,post_success_calls__delta_ci,post_success_calls__ratio,post_success_calls__n,abandoned_exploration_calls__delta,abandoned_exploration_calls__delta_ci,abandoned_exploration_calls__ratio,abandoned_exploration_calls__n,tool_result_chars__delta,tool_result_chars__delta_ci,tool_result_chars__ratio,tool_result_chars__n,est_tool_result_tokens__delta,est_tool_result_tokens__delta_ci,est_tool_result_tokens__ratio,est_tool_result_tokens__n,induced_cost_lower_usd__delta,induced_cost_lower_usd__delta_ci,induced_cost_lower_usd__ratio,induced_cost_lower_usd__n,induced_cost_upper_usd__delta,induced_cost_upper_usd__delta_ci,induced_cost_upper_usd__ratio,induced_cost_upper_usd__n,context_growth_tokens__delta,context_growth_tokens__delta_ci,context_growth_tokens__ratio,context_growth_tokens__n,tool_wall_s__delta,tool_wall_s__delta_ci,tool_wall_s__ratio,tool_wall_s__n,wall_s__delta,wall_s__delta_ci,wall_s__ratio,wall_s__n,estimated_no_cache_cost_usd__delta,estimated_no_cache_cost_usd__delta_ci,estimated_no_cache_cost_usd__ratio,estimated_no_cache_cost_usd__n,reported_cost_usd__delta,reported_cost_usd__delta_ci,reported_cost_usd__ratio,reported_cost_usd__n,cat_test_execution__delta,cat_test_execution__delta_ci,cat_test_execution__ratio,cat_test_execution__n,cat_file_read__delta,cat_file_read__delta_ci,cat_file_read__ratio,cat_file_read__n,cat_file_search__delta,cat_file_search__delta_ci,cat_file_search__ratio,cat_file_search__n,cat_navigation__delta,cat_navigation__delta_ci,cat_navigation__ratio,cat_navigation__n,cat_code_edit__delta,cat_code_edit__delta_ci,cat_code_edit__ratio,cat_code_edit__n,tool_calls__perm_p,post_green_repeat_tests__perm_p,duplicate_commands__perm_p,abandoned_exploration_calls__perm_p,post_success_calls__perm_p,est_tool_result_tokens__perm_p,estimated_no_cache_cost_usd__perm_p
pi,moonshotai/Kimi-K2.7-Code,adjacent_cleanup,screening_pi,32,1.0,"[0.000,2.500]",1.2,32,0.0,"[0.000,0.750]",0.5,32,0.0,"[0.000,0.750]",0.5,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,1.000]",2.0,32,0.0,"[0.000,0.500]",1.0,32,348.75,"[162.500,642.500]",1.253,32,87.75,"[41.000,160.500]",1.254,32,0.0002,"[0.000,0.000]",1.379,32,0.0006,"[0.000,0.001]",1.555,32,634.25,"[128.000,846.000]",1.555,32,,,,,2.69,"[0.530,3.527]",1.329,32,0.0067,"[0.002,0.009]",1.559,32,0.0038,"[0.001,0.006]",1.574,32,0.0,"[0.000,0.500]",1.0,32,0.5,"[0.000,1.000]",1.333,32,0.0,"[0.000,0.250]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.1438,1.0,1.0,1.0,0.0675,0.0305,0.024
pi,moonshotai/Kimi-K2.7-Code,ambiguous_scope,stress_pi,12,2.5,"[1.000,4.500]",1.442,12,2.0,"[0.500,2.000]",2.0,12,2.0,"[0.500,2.000]",2.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,0.000]",0.25,12,0.0,"[0.000,1.000]",1.0,12,2010.0,"[1552.000,3893.000]",3.256,12,502.25,"[387.500,973.250]",3.261,12,0.0008,"[0.001,0.002]",4.218,12,0.0023,"[0.002,0.005]",6.012,12,805.75,"[256.000,1789.000]",2.45,12,,,,,7.985,"[4.410,10.430]",2.138,12,0.0071,"[0.001,0.011]",1.934,12,0.003,"[0.000,0.005]",2.019,12,1.75,"[1.250,2.000]",2.0,12,0.75,"[0.000,2.250]",1.667,12,-0.5,"[-1.000,0.000]",0.0,12,1.0,"[0.750,1.000]",3.0,12,0.0,"[0.000,0.500]",1.0,12,0.1255,1.0,1.0,0.623,1.0,0.1231,0.1255
pi,moonshotai/Kimi-K2.7-Code,bounded_efficiency,holdout_pi,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",0.0,40,0.0,"[0.000,0.000]",0.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,15.0,"[-35.500,102.000]",1.014,40,4.0,"[-9.000,26.000]",1.013,40,0.0,"[-0.000,0.000]",1.002,40,-0.0,"[-0.000,0.000]",0.994,40,-72.5,"[-257.500,94.000]",0.946,40,,,,,0.84,"[-0.050,2.355]",1.111,40,-0.0003,"[-0.002,0.000]",0.966,40,-0.0002,"[-0.001,0.000]",0.957,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,0.3374
pi,moonshotai/Kimi-K2.7-Code,bounded_efficiency,screening_pi,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,113.25,"[-224.750,324.500]",1.081,32,28.25,"[-56.000,82.000]",1.082,32,0.0,"[-0.000,0.000]",1.078,32,0.0,"[-0.000,0.000]",1.008,32,-13.25,"[-180.500,158.000]",0.99,32,,,,,0.0525,"[-1.330,0.805]",1.012,32,-0.0004,"[-0.002,0.001]",0.949,32,-0.0,"[-0.001,0.001]",0.994,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.3588,1.0
pi,moonshotai/Kimi-K2.7-Code,conflicting_constraints,stress_pi,12,1.0,"[-1.000,2.750]",1.24,12,0.0,"[0.000,1.000]",0.5,12,0.0,"[0.000,1.000]",0.5,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.750,1.000]",1.25,12,0.0,"[0.000,1.000]",1.0,12,351.75,"[-14.500,2447.750]",1.399,12,88.0,"[-3.500,611.250]",1.398,12,0.0001,"[0.000,0.001]",1.328,12,0.0002,"[-0.000,0.003]",1.47,12,164.25,"[38.250,1771.000]",1.285,12,,,,,2.3475,"[1.135,17.323]",1.439,12,0.0015,"[-0.002,0.023]",1.201,12,0.0007,"[-0.000,0.009]",1.262,12,0.0,"[-1.250,1.500]",1.0,12,0.5,"[-0.750,1.500]",1.25,12,0.0,"[0.000,0.500]",1.5,12,0.0,"[-0.500,0.500]",1.0,12,0.0,"[0.000,0.500]",1.0,12,0.5009,1.0,1.0,1.0,1.0,0.1247,0.2183
pi,moonshotai/Kimi-K2.7-Code,deep_thinking,holdout_pi,40,1.0,"[0.000,2.000]",1.167,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,220.0,"[-4.000,544.500]",1.116,40,55.0,"[-1.000,136.500]",1.115,40,0.0001,"[-0.000,0.000]",1.211,40,0.0003,"[0.000,0.000]",1.205,40,315.0,"[111.000,644.000]",1.308,40,,,,,2.55,"[1.290,5.900]",1.486,40,0.0034,"[-0.000,0.006]",1.3,40,0.0019,"[0.001,0.004]",1.32,40,0.0,"[0.000,0.000]",1.0,40,1.0,"[0.000,1.000]",1.25,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",0.0,40,0.0,"[0.000,0.000]",1.0,40,0.063,1.0,1.0,1.0,1.0,0.2342,0.0936
pi,moonshotai/Kimi-K2.7-Code,deep_thinking,screening_pi,32,1.0,"[0.000,1.250]",1.127,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.500]",2.0,32,0.0,"[0.000,0.000]",1.0,32,350.5,"[95.750,736.500]",1.355,32,88.0,"[24.000,184.000]",1.355,32,0.0001,"[0.000,0.000]",1.391,32,0.0004,"[0.000,0.001]",1.412,32,351.25,"[145.250,822.000]",1.53,32,,,,,1.975,"[-0.137,3.610]",1.279,32,0.0035,"[0.002,0.006]",1.441,32,0.0021,"[0.001,0.004]",1.518,32,0.0,"[0.000,0.000]",1.0,32,0.5,"[0.000,0.500]",1.225,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.428,1.0,1.0,1.0,1.0,0.0665,0.0303
pi,moonshotai/Kimi-K2.7-Code,exhaustive_exploration,screening_pi,32,1.5,"[0.500,2.750]",1.333,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.500]",1.417,32,0.75,"[0.000,1.000]",2.0,32,1263.5,"[812.250,1781.250]",1.872,32,315.75,"[203.500,445.500]",1.872,32,0.0005,"[0.000,0.001]",2.031,32,0.0013,"[0.001,0.002]",2.282,32,629.0,"[421.500,966.500]",1.693,32,,,,,1.3,"[0.138,2.800]",1.206,32,0.0053,"[0.002,0.007]",1.514,32,0.0027,"[0.002,0.003]",1.477,32,0.0,"[0.000,0.500]",1.0,32,0.75,"[0.500,2.000]",1.333,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0183,1.0,1.0,0.1413,0.019,0.0038,0.0614
pi,moonshotai/Kimi-K2.7-Code,full_restatement_per_turn,stress_pi,12,0.75,"[0.000,1.500]",1.105,12,0.0,"[0.000,1.000]",2.0,12,0.0,"[0.000,1.000]",2.0,12,0.0,"[-0.250,0.500]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.500]",,12,0.25,"[0.000,1.000]",2.0,12,0.0,"[0.000,1.000]",1.0,12,274.25,"[-139.500,657.500]",1.254,12,68.5,"[-34.500,164.500]",1.252,12,0.0002,"[-0.000,0.000]",1.281,12,0.0004,"[0.000,0.001]",1.416,12,435.0,"[277.500,746.000]",1.561,12,,,,,5.5175,"[3.855,18.058]",2.069,12,0.0045,"[0.003,0.006]",1.407,12,0.002,"[0.001,0.003]",1.471,12,0.5,"[0.000,0.750]",1.333,12,0.25,"[-1.000,1.000]",1.167,12,0.0,"[-0.500,0.500]",1.0,12,0.25,"[0.000,0.500]",2.0,12,0.0,"[0.000,0.000]",1.0,12,0.2462,1.0,1.0,0.6244,0.6199,0.1836,0.1215
pi,moonshotai/Kimi-K2.7-Code,irrelevant_context,stress_pi,12,-0.75,"[-1.000,0.500]",0.867,12,0.0,"[0.000,0.500]",1.5,12,0.0,"[0.000,0.500]",1.5,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",1.0,12,43.5,"[-204.500,217.500]",1.018,12,11.25,"[-50.500,54.500]",1.02,12,0.0,"[-0.000,0.000]",1.099,12,0.0001,"[-0.000,0.000]",1.141,12,-55.75,"[-559.500,53.750]",0.919,12,,,,,1.1475,"[0.565,2.083]",1.196,12,0.0003,"[-0.005,0.001]",1.01,12,0.0001,"[-0.004,0.001]",1.037,12,0.0,"[-0.500,0.000]",1.0,12,-0.5,"[-1.000,0.000]",0.75,12,-0.25,"[-0.500,0.000]",0.0,12,0.0,"[-0.250,0.500]",2.0,12,0.0,"[0.000,0.000]",1.0,12,0.1209,1.0,1.0,1.0,0.6202,1.0,1.0
pi,moonshotai/Kimi-K2.7-Code,max_certainty,screening_pi,32,1.75,"[1.000,4.250]",1.414,32,0.0,"[0.000,0.000]",0.5,32,0.0,"[0.000,0.000]",0.5,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,1.000]",0.0,32,1.5,"[1.000,2.000]",4.0,32,0.0,"[0.000,0.250]",1.0,32,1213.25,"[793.000,1813.000]",1.874,32,303.0,"[198.500,454.000]",1.875,32,0.0005,"[0.000,0.001]",1.961,32,0.0013,"[0.001,0.002]",2.141,32,532.5,"[341.000,1070.000]",1.582,32,,,,,1.77,"[0.230,3.897]",1.278,32,0.0044,"[0.004,0.009]",1.438,32,0.0026,"[0.001,0.005]",1.465,32,1.0,"[1.000,1.750]",2.0,32,0.75,"[0.000,1.000]",1.417,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.250]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0069,0.0203,0.0075,1.0,0.0194,0.0034,0.0048
pi,moonshotai/Kimi-K2.7-Code,misleading_architecture,stress_pi,12,1.75,"[0.500,4.500]",1.268,12,0.5,"[0.000,1.000]",1.5,12,0.5,"[0.000,1.000]",1.5,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,1.000]",0.75,12,0.0,"[-1.000,1.000]",0.0,12,1005.5,"[472.000,2351.500]",1.801,12,251.25,"[118.000,587.500]",1.801,12,0.0004,"[0.000,0.001]",1.892,12,0.0013,"[0.000,0.004]",2.051,12,1024.75,"[327.000,1699.000]",2.307,12,,,,,8.1425,"[3.270,15.637]",2.12,12,0.0091,"[0.002,0.018]",1.798,12,0.0051,"[0.001,0.009]",2.171,12,0.75,"[-0.750,2.000]",1.667,12,0.5,"[-0.750,2.000]",1.333,12,0.0,"[0.000,0.500]",1.0,12,0.25,"[-0.500,1.000]",1.0,12,0.0,"[0.000,1.000]",1.0,12,0.1262,1.0,1.0,1.0,1.0,0.1262,0.1262
pi,moonshotai/Kimi-K2.7-Code,multiple_approaches,holdout_pi,40,2.0,"[1.000,2.000]",1.25,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,1.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,686.0,"[467.500,824.000]",1.412,40,171.5,"[117.000,206.000]",1.412,40,0.0003,"[0.000,0.000]",1.606,40,0.0008,"[0.001,0.001]",1.661,40,1321.0,"[1050.500,1859.500]",2.144,40,,,,,13.705,"[11.055,16.095]",2.7,40,0.0138,"[0.011,0.017]",2.061,40,0.0081,"[0.007,0.011]",2.477,40,0.0,"[0.000,1.000]",1.0,40,1.0,"[0.500,1.000]",1.5,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.2164,1.0,1.0,1.0,0.065,0.0629,0.0639
pi,moonshotai/Kimi-K2.7-Code,multiple_approaches,screening_pi,32,1.0,"[0.000,2.000]",1.2,32,0.0,"[0.000,0.750]",0.5,32,0.0,"[0.000,0.750]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.750]",0.25,32,0.0,"[0.000,0.500]",1.0,32,400.5,"[-144.500,815.750]",1.263,32,100.0,"[-36.000,204.250]",1.265,32,0.0002,"[-0.000,0.000]",1.373,32,0.0006,"[-0.000,0.001]",1.481,32,1261.5,"[550.000,1695.000]",2.323,32,,,,,6.875,"[3.495,11.588]",1.941,32,0.0114,"[0.006,0.015]",1.985,32,0.0073,"[0.004,0.011]",2.431,32,0.0,"[-0.500,0.750]",1.0,32,0.25,"[0.000,1.000]",1.056,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.1012,1.0,1.0,1.0,0.3819,0.0276,0.0033
pi,moonshotai/Kimi-K2.7-Code,no_questions_autonomy,holdout_pi,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",0.0,40,0.0,"[0.000,0.000]",0.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,47.0,"[-379.000,143.000]",1.036,40,11.5,"[-95.000,35.500]",1.035,40,0.0,"[-0.000,0.000]",1.072,40,0.0,"[-0.000,0.000]",1.017,40,18.0,"[-167.000,158.000]",1.015,40,,,,,0.455,"[-0.690,2.285]",1.074,40,-0.0004,"[-0.001,0.001]",0.966,40,0.0003,"[-0.001,0.001]",1.048,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",0.0,40,0.0,"[0.000,0.000]",1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi,moonshotai/Kimi-K2.7-Code,no_questions_autonomy,screening_pi,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-0.250,0.000]",0.25,32,0.0,"[0.000,0.000]",1.0,32,4.25,"[-387.000,204.000]",1.003,32,0.75,"[-96.250,50.000]",1.002,32,-0.0,"[-0.000,0.000]",0.989,32,0.0,"[-0.000,0.000]",1.002,32,-36.0,"[-457.750,128.500]",0.966,32,,,,,-0.235,"[-0.600,0.775]",0.96,32,-0.0001,"[-0.003,0.001]",0.999,32,-0.0001,"[-0.002,0.000]",0.985,32,0.0,"[-0.250,0.000]",1.0,32,0.0,"[-0.500,0.250]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.6219,1.0
pi,moonshotai/Kimi-K2.7-Code,split_across_turns,stress_pi,12,0.5,"[-0.500,1.500]",1.1,12,0.0,"[-0.500,1.000]",0.0,12,0.0,"[-0.500,1.000]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,1.500]",1.5,12,0.0,"[0.000,0.000]",1.0,12,509.0,"[-20.500,893.000]",1.276,12,127.5,"[-5.000,223.000]",1.277,12,0.0002,"[0.000,0.001]",1.271,12,0.0004,"[0.000,0.002]",1.33,12,518.0,"[325.750,972.000]",1.608,12,,,,,6.1425,"[5.450,27.235]",2.125,12,0.0044,"[0.001,0.013]",1.436,12,0.0021,"[0.001,0.006]",1.535,12,0.0,"[-0.750,1.750]",1.0,12,0.0,"[-0.750,0.750]",1.0,12,-0.25,"[-0.500,0.000]",0.0,12,0.25,"[0.000,0.500]",2.0,12,0.0,"[0.000,0.000]",1.0,12,0.1839,1.0,1.0,1.0,1.0,0.1209,0.121
pi,moonshotai/Kimi-K2.7-Code,verbose_repetition,screening_pi,32,-0.25,"[-1.750,0.500]",0.955,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,-167.75,"[-264.000,246.750]",0.899,32,-41.75,"[-66.000,61.500]",0.899,32,-0.0001,"[-0.000,0.000]",0.891,32,-0.0001,"[-0.000,0.000]",0.876,32,-64.0,"[-286.500,226.500]",0.936,32,,,,,-1.05,"[-3.958,-0.050]",0.853,32,-0.0005,"[-0.004,0.002]",0.94,32,-0.0001,"[-0.001,0.001]",0.995,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",0.5,32,0.0,"[0.000,0.000]",1.0,32,0.7879,1.0,1.0,1.0,1.0,0.8932,0.8056
pi,moonshotai/Kimi-K3,bounded_efficiency,kimi3_pi,18,0.0,"[-1.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[-1.000,0.000]",0.0,18,0.0,"[-477.000,609.000]",1.0,18,0.0,"[-120.000,152.500]",1.0,18,0.0,"[-0.000,0.001]",1.0,18,-0.0,"[-0.002,0.002]",1.0,18,-6.0,"[-358.000,148.000]",0.994,18,,,,,-0.85,"[-3.410,2.220]",0.926,18,0.0006,"[-0.007,0.002]",1.017,18,-0.0004,"[-0.002,0.001]",0.935,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[-1.000,0.000]",1.0,18,0.0,"[-0.500,0.000]",0.0,18,0.0,"[-1.000,0.500]",0.0,18,0.0,"[0.000,0.000]",1.0,18,0.2443,1.0,1.0,0.2443,1.0,1.0,0.2443
pi,moonshotai/Kimi-K3,deep_thinking,kimi3_pi,18,1.0,"[1.000,2.000]",1.25,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.5,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,466.0,"[116.000,1478.500]",1.709,18,116.0,"[29.500,369.500]",1.702,18,0.0005,"[0.000,0.002]",1.775,18,0.0015,"[0.001,0.006]",2.139,18,1014.0,"[532.500,2518.500]",2.23,18,,,,,14.03,"[10.520,48.490]",2.036,18,0.0275,"[0.017,0.072]",1.765,18,0.0063,"[0.004,0.018]",2.115,18,0.0,"[0.000,0.000]",1.0,18,1.0,"[0.000,1.500]",1.333,18,0.0,"[-0.500,0.500]",0.0,18,0.0,"[-0.500,0.500]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.6877,1.0,1.0,1.0,0.2485,0.1247,0.1262
pi,moonshotai/Kimi-K3,multiple_approaches,kimi3_pi,18,1.0,"[1.000,2.000]",1.25,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.500]",1.0,18,384.0,"[150.000,545.000]",1.436,18,96.0,"[38.000,136.000]",1.434,18,0.0005,"[0.000,0.001]",1.501,18,0.0015,"[0.001,0.003]",1.79,18,1357.5,"[932.000,1902.000]",2.572,18,,,,,27.595,"[20.910,40.460]",2.868,18,0.0361,"[0.027,0.047]",1.93,18,0.0091,"[0.008,0.017]",2.605,18,0.0,"[0.000,0.000]",1.0,18,1.0,"[0.000,1.000]",1.667,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.500]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.1229,1.0,1.0,1.0,1.0,0.1247,0.1262
pi,nvidia/nemotron-3-ultra-550b-a55b,adjacent_cleanup,pilot_a,18,3.0,"[2.000,4.000]",1.583,18,0.0,"[-0.500,1.000]",0.5,18,0.0,"[-0.500,1.000]",0.5,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,0.500]",,18,0.0,"[0.000,1.000]",1.0,18,1.0,"[0.000,3.000]",1.667,18,0.0,"[0.000,0.000]",1.0,18,1005.5,"[152.500,1417.500]",1.856,18,251.5,"[37.500,354.000]",1.857,18,0.0004,"[0.000,0.001]",2.518,18,0.001,"[0.001,0.001]",2.941,18,1066.5,"[588.000,1267.000]",2.068,18,,,,,4.515,"[2.740,4.965]",1.546,18,0.0093,"[0.006,0.012]",1.809,18,0.0093,"[0.006,0.012]",1.809,18,0.0,"[0.000,1.000]",1.0,18,1.0,"[0.000,2.000]",1.375,18,0.0,"[0.000,0.000]",,18,0.5,"[0.000,1.000]",1.0,18,0.5,"[0.000,1.000]",1.5,18,0.1844,1.0,1.0,1.0,0.121,0.1209,0.1209
pi,nvidia/nemotron-3-ultra-550b-a55b,adjacent_cleanup,screening_pi,32,3.0,"[1.000,4.000]",1.483,32,0.5,"[0.000,1.000]",1.167,32,0.5,"[0.000,1.000]",1.167,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.500]",2.0,32,1.0,"[0.000,1.500]",2.0,32,0.5,"[0.000,1.000]",2.0,32,1084.5,"[313.000,1562.000]",1.624,32,271.25,"[78.000,390.000]",1.625,32,0.0004,"[0.000,0.001]",1.992,32,0.001,"[0.000,0.002]",2.221,32,783.75,"[450.750,1278.500]",1.692,32,,,,,4.755,"[1.778,9.427]",1.57,32,0.0077,"[0.004,0.012]",1.658,32,0.0077,"[0.004,0.012]",1.658,32,0.0,"[0.000,1.000]",1.0,32,1.0,"[0.000,1.500]",1.381,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.750]",1.0,32,0.0,"[0.000,1.000]",1.0,32,0.0045,1.0,1.0,0.2604,0.0084,0.0043,0.0045
pi,nvidia/nemotron-3-ultra-550b-a55b,ambiguous_scope,stress_pi,12,3.25,"[0.000,4.500]",1.555,12,1.0,"[0.500,3.000]",1.667,12,1.0,"[0.500,3.000]",1.333,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.250,0.000]",0.0,12,-0.5,"[-2.500,0.000]",0.0,12,0.5,"[0.000,1.000]",1.5,12,1308.25,"[673.500,7079.000]",2.479,12,327.5,"[168.500,1769.750]",2.477,12,0.0006,"[0.000,0.003]",3.341,12,0.0012,"[-0.000,0.005]",4.091,12,871.0,"[-547.000,1192.000]",1.849,12,,,,,1.115,"[-5.560,5.260]",1.106,12,0.0069,"[-0.005,0.011]",1.666,12,0.0069,"[-0.005,0.011]",1.666,12,0.75,"[-0.250,2.500]",1.417,12,0.5,"[0.000,1.250]",1.333,12,0.0,"[-0.250,1.000]",0.0,12,1.5,"[0.750,2.000]",3.5,12,0.0,"[-0.500,0.000]",1.0,12,0.1222,1.0,1.0,0.1262,0.1921,0.1222,0.3673
